content,sentiment
chloesmith22 haha your a loser  ily,0
the situation makes adam feel furious,3
i should go get a life sam just texted me phuture tonight  ,1
headache headache go away,1
ecorazzi grrr people suck i cry when animals die on nature shows  these people are sick no hunting endangered species,1
so exhaustedcant sleep i dont like these nights,1
tired from work i hate closing eek but all smiles today aloha kitchen yum,2
johnmaine ahh i wish you guys would come to a hot topic near me,3
thekellanlutz omg i want to go too  hahaha,2
bigboyramsack kenny u aliveim here getting da hair doneto bad im not chillin w u todat  kinda sad,1
ok guys have to turn this laptop off to pack   tweet u guys on the road bbl,2
soccergameball i use to breathe soccer live socceruntil i hurt my knee badly  sad day that waspass my link around,1
ordered my new shirt,2
is wondering what happened to the sun damn may grey,1
jonmerryman i remember the show i dont remember the hiccups,0
fingers crossed that my neighbor can sign for my ups package today otherwise it may be byebye pretty skirts,0
therealgiftednj yeah it is,1
i made nichelle feel angry,3
lilemoboi warm and wet  spent the day carpet cleaning the yacht,1
ahhhhh fuck it none of my friends want to see it and they dont wanna chill tonight so its just me myself and i,3
gottfriedjs gosh but you travel quickbeam me up gottfried,0
the situation makes my girlfriend feel annoyed,3
needs some snuggle time  but has to get through the work day first  boo,0
memphianmallory too traumatic to even discuss and none of yall are here everyone has left for the weekend,1
no ac the fan doesnt swing our way  we are sweating it out on a hot humid day,1
dont even look in his eyes hell take you nothing but lies he looks like a cool drink of water but hes candy coated misery ,3
ellen found herself in a vexing situation,3
had fun at chels with nicole and cried watching benjamin button   exciting night i must say,2
would like a hug and a kiss from eric long distances really really stink,0
my dad feels enraged,3
loving phuket with melai and badette ill be coming home soon  imiss everyone,2
lovelauriexox  my son plays pitcher and catcher  beautiful weather this past weekend for baseball but i am exhausted,2
god i just want to sleep,1
jmorgan0909 and im not getting another one  theres only 1 alfie,1
jomanlk i am trying my best to make my own luck,2
omg someone just left me a voicemail at work    ffs let me have a day off,1
follow friday following more people then followers  follow me woot followfriday,1
kohmahts be clear i am catholic but wholeheartedly agree with you  quotsame herequot was ambiguous tcot hhrs,0
myke329 yooo myyyyye bust how im sick tooo just shoot me  long night tonight,1
lightbikes sounds good to me  hahaha,2
cutting hair allll day  wish i was outside,0
tbh having no credit in your phone sux i cant even text people to see whats happening like its totally grrrsville,1
alan made me feel annoyed,3
have to leave to meet boriori now im looking forward to seeing him but im so not done what i wanted to boourns wish i was  work,0
downtowndiane missed the cutoff for the free chocolate  eh wellbikini season is coming,0
my wish came true  see u,2
missed the play,1
left school just now my new dress broke the strap ripped off,3
emmmaj good song,0
mattvega mattvega sikeeeeim sick cough,1
fnoo john and i just bought four boxes of them,3
tia found herself in a vexing situation,3
ellisnyc hey handsome  im packing,0
retrorewind working out to your station  cool love yer music  kk back to the sweating part lol l8a xxx,2
dotboom  i am defiantly watching it i was at work  when you were streaming and had to leave,2
jgullam  awesome all deserved im sure miss the crabs games,0
going to jacks tribute match today,0
the conversation with my girlfriend was displeasing,3
assholes are angriest when they realize they cant control something they had no business controlling in the first place ,3
deauxboi lolhe was cool shoooooot,2
kourtneykardash i hate this weather when u have lived here ure whole life u get used to itmay is always rainy  robkardashian,3
traveltweetie i will go to sleep now might be awakened early wbreakfast tray from my spark amp my joper wtheir dads help,2
janey79 shes in la wanting sun today but apparently la isnt cooperating,0
tired and all i want to do is play random songs on my gitwar but i have to do my drama essay,2
so has anyone had that yucky new throwback pepsi and mountain dew yet if they plan on keeping it around i will not be drinking it,1
my aunt feels angry,3
davidarchie i tweet sooo much about you gahd  hahaha,2
betsy found herself in a vexing situation,3
leroy told us all about the recent annoying events,3
the best things in life are free  x,0
not so good at remembering to do this twitter thing sorry everybody i leave for tibet todaywith a head cold,1
kicesie or elope  i cant wait to see the pictures of you in the dress it will be breath taking,2
yes i am quite unsure aswell  haha,0
zachflauaus note to self never ever leave the macbook pro on the stupid icurve it fell off,1
heres a big moan for dave leyrock im up in 8hrs  pity me coloursfest ahoy xo,2
dhughesy you should so host the next logies i only laughed at your bit really,2
good morning tweeple of the sun what you all up to,2
would wish the severe migrains would stop docs prescriptions arent working,3
todays line up more work on os bluetooth app a brief stint with uniservity and if i get time some cs4 tutorials busy bank holiday,0
mcdonalds in the car  ,2
frank feels furious,3
dude everyone could it wasnt ment to be bad,0
i may cry damn this weather got my ass burnt nt literally jus my shins arms n chest legs hurt lyk a biatch  slightly enjoy it tho ha,3
alright so day was going well but got home and all my potato salad was gone,2
opheliapunk i wish i wasnt all  bummed but i kinda am,1
vinylvickxen i kno i doooo yall partyin with out me,2
bingofuel why yes we did see carywilliams tonight delicious dinner by chef geoff chez alogmo  hope to see him again predeparture,2
i have runny nose i cant breathe terrible feeling,1
mcraddictal okay,0
oh emm gee quebec in 16 days i am so excited,2
last day of cgi 09,0
goddamnit if we live in an age of constant communication why cant anyone return a text,3
going to work at one sucks i miss happy hour at sonic,1
caffeinefueled welcome back,2
mohandoss         anbudanbala thanx for the sixer comment,0
thewordaliveaz  i was supposed to be cominglife got in the way lol give my friends a wild time,1
jennasnacks its best if i check it while it is up when its down i cant really see anything,1
i miss my boyfriend even more  hate it when i come home late amp i miss my chance to see him or even talk to him on the phone  ,3
raadius cuz ima always late haha dammit she got me good,0
blackout in the city is never good,1
laura when ur up call me,0
nothin to do,0
santoscarmen thats a lot of mangoes haha  baka naglilihi ka ahh haha  joke lang carmen,2
leroy feels angry,3
this twin business needs to stop ,3
